id	label
1255138329818849280	0
1244065961617088510	1
1255614334740262910	0
1247153124541947900	0
1242150459827277820	0
1243863187570806780	0
1249827391423332350	0
1241789739486687230	0
1254419934987223040	0
1252014033382674430	0
1255557893895659520	1
1252683980253560830	0
1244889789951807490	1
1245337920019607550	0
1255676982743961600	0
1250064229354307580	0
1255626946505068540	0
1255119903322968060	0
1251261994142887940	1
1241680006327271420	0
1255570077300252670	1
1241872594812506110	0
1244964437116755970	0
1245785851885387777	1
1240023360446148610	0
1254378578558373890	0
1254422694017335300	0
1240228948967112700	0
1236655259185033220	0
1255664947264176130	0
1251375151612076030	0
1255134839054856190	0
1255552179366170620	0
1250430986438897660	0
1252613151708925950	1
1244866014371774466	0
1252669947802722300	0
1250315488439046140	0
1243299621138505730	1
1255703540489732100	0
1255606967680339970	0
1244566749950943230	0
1240748463899508740	1
1253042281134915580	0
1245051079349481470	0
1246416676310089730	0
1256210329878630400	0
1250615926522863620	0
1246871706549006340	0
1244690423974690820	0
1244280772443463680	0
1253860509675409410	0
1245651736263417860	0
1247959271175794690	0
1255579933331656700	0
1250871490494566400	0
1250976081592692740	0
1251672486766358530	0
1248956991600459780	0
1244224782725513220	0
1243950499960885250	0
1250049793151426560	0
1249069579143385090	0
1249249719001456640	1
1249216940813492220	1
1252506799967817730	0
1245584004494929920	0
1244458190001049600	0
1244776771276410880	0
1249113770972065790	1
1255126965343842300	0
1255656435758710780	0
1240808834903560190	0
1248828308831297540	1
1247253530001506300	0
1250370035236904960	0
1246684132085727230	0
1256239209498783740	0
1256377732285509630	0
1248660726501249020	0
1249029043791499260	0
1254409322760716290	0
1256229271540023300	0
1249927784786509820	0
1253047691950637060	0
1249594040452026370	0
1248715224770904060	0
1245320971961143300	1
1245802556460273660	0
1235643094491684860	0
1255134505540530180	1
1245027711036293120	1
1247977601353879550	1
1254311109282222080	0
1249323307045924860	1
1243886823123881980	1
1255516688302432260	1
1244230373715795970	1
1255608082224349180	1
1253040977750745090	0
1251069173431705600	0
1244254199820554240	0
1242554836446568450	0
1256205207723261950	0
1240863261395836930	0
1247243623118315520	0
1252497295796514820	0
1254389024149643260	0
1247494926306283520	0
1248236051723882500	1
1255638168252096510	0
1250798273880784900	0
1255625635764015100	0
1252610613030932480	0
1247498349315579900	0
1255039635643707390	1
1245304413402681340	0
1244610976747589630	0
1255669071800082430	1
1241113503618027520	0
1239415359850942460	1
1255620374475288580	0
1253036398938132480	0
1246835754359074820	0
1247682191712272380	0
1247876021610860540	0
1255601467572043780	1
1248395041959108610	0
1252768451359358980	0
1245473306658177020	1
1241137701350297600	1
1245608769746169860	0
1248893306819526660	0
1248994380356227070	0
1255549066735431680	0
1245659951931908100	0
1255598133414936580	0
1254398495592714240	0
1245117518072733696	1
1246747455519154180	0
1247299900884365310	0
1246612885872271360	0
1240897676553728000	0
1256220406291345410	0
1246881952277368830	1
1255740500637888510	1
1252675377719324673	1
1241549828850454530	1
1256205697903099900	0
1240689879387791360	1
1241427136512131073	0
1246142843263090690	1
1241814841188220930	1
1238356598084509696	1
1248020144724443140	0
1255602758230528000	0
1251541971010805760	0
1240270764483514370	0
1255558762598891520	0
1248736280285810690	0
1250276592128909310	0
1244712346918039550	1
1254379701642186753	1
1245011668876308480	0
1244674003614212100	1
1248278233814052860	0
1251663419230392320	0
1242170874939224060	0
1254425542776020990	0
1254410176527990780	0
1252240390213840900	1
1249244768284131330	1
1249482113470119940	1
1242706544896196610	0
1255651714939715580	1
1249314396507119620	0
1256248555985043460	0
1242206990366982140	0
1241761929976315900	0
1251241661079982083	1
1255567740489863170	0
1248915601134936060	0
1255694264178180100	0
1254321858788409344	1
1249453697173786626	0
1239005610915639300	0
1244722792978923527	1
1256217450535964670	0
1254394846334328830	0
1254389343621390340	0
1240591549966278660	0
1254609072264970240	0
1256226840097755140	1
1254416197887692800	1
1245287830173167620	0
1247496503410724860	0
1247090548948811780	1
1246905661784567810	0
1246710965103726590	1
1255128663332466690	0
1249061178791215100	1
1244461870137978880	1
1256224414506659840	1
1247139628165009410	0
1240824173229981700	0
1256376527341735940	0
1249123679973314560	0
1255515675155738620	0
1256242359517368320	1
1247112091661721600	0
1255661659680620540	0
1249032635227213820	1
1246875252493336580	0
1246370224619892740	1
1249008961250119680	1
1247942813494521860	0
1243003181610741760	1
1244516281820168190	1
1239611839975247870	0
1255059050439626750	1
1251058292668928000	1
1249018320436760580	1
1255677211954171900	0
1242093842297479170	1
1255642587869917180	1
1242630238070243330	0
1249309620562264060	1
1255571363491971070	0
1255622013932142590	0
1241182803116675070	0
1244763837947154430	0
1255695313177907200	0
1256237374314622980	0
1254383677129310210	1
1255677790722154500	0
1255693710173577220	1
1242985787219722240	0
1245451288122281980	0
1245880386569322500	0
1255654609005293570	0
1250077850721554430	1
1254304329491677180	1
1255136357304856580	0
1252673054368575490	0
1255744005276495870	0
1254432558084952060	0
1249366200523591680	0
1248196604785541120	0
1256233889833648130	0
1242881999280488450	1
1255586425493471230	0
1251201869030076420	0
1256216144811307010	1
1251138223247626241	1
1244299801640030210	0
1255605308749217794	0
1249614402497675260	1
1252093241337544700	1
1252296299191418880	0
1243938208133636100	0
1249031078150578180	1
1248787044337430530	0
1254397534274977790	0
1246459529987936260	0
1251365051145084930	0
1254430031108960260	0
1252961715966431230	0
1245428013858263041	1
1255595989718753280	0
1246889945412841470	1
1251954900545789950	1
1244816995280879620	0
1256378749370511360	0
1256375120395816960	0
1251654241183203330	1
1239528274746843140	0
1249070034481295360	1
1228026396259295230	0
1244873317645004800	0
1256226355534082048	1
1248611764440158210	1
1254378966879817730	0
1254421476012363780	1
1243671829522382850	0
1255619785271934980	0
1247998850155139070	1
1255760040977448960	0
1255037554241556480	0
1254165167069294590	1
1255134899968729090	0
1245499301796745220	0
1253035923056594940	0
1243801750886330368	0
1240664175933902850	1
1255675781801553920	1
1249463596670767100	1
1244048981056946180	0
1256232144801849340	0
1255626623744987140	0
1248201337768198140	1
1255585289596276740	0
1254331818909761540	1
1254360637280526340	1
1254434391121694721	1
1255576795027582980	0
1247496749243142140	0
1255566495494606850	1
1255683950799970300	0
1255663667456212990	0
1244074294461624320	1
1241777882541801470	0
1251097406181199870	0
1255668048574525440	0
1247104948845916160	0
1244351296091668480	0
1247273398499246080	1
1255688125042622460	0
1245132866251563010	1
1248916594111270910	0
1252673085766897660	0
1255135605559717890	0
1255059180605435900	0
1245547381992624130	0
1250352729479733250	1
1248034927502692350	0
1254309246902112260	0
1252719079116410880	0
1252353188532908030	1
1256379963047100420	0
1245247790378356740	0
1245343739998081020	1
1246928403397296130	0
1245220382199726080	0
1245159379940323330	0
1245111010857562110	0
1255589557317189630	0
1248697317705875460	0
1245467170311675900	0
1241401577140817920	0
1250474895458385922	0
1243287264681132030	0
1245477005346459650	1
1245354314069131266	1
1255596539533316100	0
1248155590322511870	1
1254324115311386620	1
1241036690669678590	0
1255569512826580990	0
1248377868788224000	1
1244645943741493250	0
1244471317392433150	0
1256239555692265470	1
1241221253119258620	1
1256375895335604220	0
1240611047112945660	0
1245704386472542210	0
1241590660634943490	0
1245347617191723010	1
1254425931327909890	0
1252281307394162690	0
1246940038178443260	0
1242119196131184640	0
1249005746043437060	0
1251425719604912130	0
1244121870481461250	0
1255627431970570240	0
1255696602381025280	1
1254325566653767680	1
1255606434428907520	0
1246074405991501820	1
1250283211860496380	0
1254424424759144450	0
1250624170708393980	0
1249479423553933310	1
1256214850289745920	1
1255643054742081540	0
1245484779245633540	0
1246828709220356100	1
1255664000936759300	1
1254397096838512640	0
1256240648421859330	1
1246468822254653440	1
1243609176699478020	0
1256242715328679938	0
1240614325951377410	0
1246212561789505540	0
1244787762148057090	0
1255611370466349060	1
1244398950330834940	0
1240821242065833980	0
1247605064774094850	0
1256206739059466240	0
1245262890908684290	1
1246790189126537220	0
1255702374368161790	1
1244592075556913152	0
1247172764366143490	0
1246230882026995710	1
1249803793870524420	1
1252578894093455360	1
1248712698642288640	0
1253033982180147200	0
1252433060752052220	0
1249511573233729540	0
1247039865939771390	0
1256208842398056450	1
1246443113792638980	1
1244240090802651140	1
1244686319743373310	0
1248562238388125700	0
1250740725349834750	0
1254326011820412930	1
1245070381410549760	0
1242391984754565120	1
1249812801536823300	0
1244108663259709440	1
1248316818218987520	0
1255598454346260481	0
1254433056313622530	0
1245686396951703550	1
1245451527436873730	0
1255688365921521660	0
1256207745260441600	0
1243867321271111680	0
1244739120787869700	0
1256202783558111230	1
1241631966564409344	0
1254428157454823420	0
1249070710674337790	1
1254890565545725950	0
1244355842779934720	0
1245683212862525440	0
1256221838071431170	1
1248023315639414780	1
1250413687250325500	0
1240893157484699650	0
1248571392133652480	1
1249016978020409340	1
1243676062099398660	0
1255720785987190780	1
1256206980512964610	0
1244067008599273470	0
1255703450857472000	1
1254205061917532161	0
1241809329054871557	1
1247888894713987070	0
1247639064708251650	0
1248358259163004930	1
1256240062754369540	0
1248698931397214210	0
1241169614714871810	1
1245795135629266944	0
1254382944598319100	0
1245642637433962500	1
1250452077651755010	0
1246202934355988480	0
1255137434557272060	0
1255539882677735420	0
1255035882039586820	0
1255648433399971840	0
1249143187479973890	0
1256239084713975810	0
1244926883315232770	0
1248635314316496900	0
1251033653301436420	0
1249512628960899070	0
1256210613132341250	0
1254324646528397310	1
1245766689532370940	0
1254382282175131650	1
1242748712335613950	0
1255548379880394750	0
1243164255441960960	0
1245818286710784000	0
1242508740500303870	0
1230493424282939390	0
1255575730978803710	0
1245473620585066500	0
1234648318212526080	0
1252108927577272320	1
1247265933653049340	0
1252832073259208706	0
1246494463721119740	1
1256205012885094400	0
1246251337379004420	1
1247191593402105860	0
1255627843771535360	1
1253042035273195520	0
1250253084590292990	0
1250828801753440260	0
1245023260590342140	1
1247057858535010300	1
1256209097663418370	1
1241394445108609020	1
1254433948463054850	0
1255668873359249410	0
1251220750519984130	0
1254055062319456260	1
1242802182417797120	0
1241167214558011390	0
1255590967559819260	1
1249860055991816190	0
1243952493387808770	0
1254338382928449540	1
1238163330143002620	1
1254186179110547460	0
1246854293791092740	0
1256374226141020160	0
1244135211593535490	0
1255609260089708544	0
1244661121518309380	1
1245129931681644540	0
1246579646172401660	0
1248595821978955780	1
1245958439274270720	0
1255624404622606339	1
1249132857429315580	0
1249383188486590460	0
1244793859890204670	1
1248774837088247810	0
1254411920607784960	0
1254420966052151300	0
1252288264628850690	0
1245022259229704190	0
1245020729881571330	1
1241182023881904130	1
1251428104804995070	0
1241169761884651520	0
1254381816808640510	0
1229085826090319870	0
1255554124214607870	0
1245323299745345540	1
1247346202544427010	0
1255039469524103170	0
1247210523403399170	0
1249283201845137410	1
1246831045896437760	0
1244289880353640450	1
1245190800163602430	0
1255625178979147780	0
1255704500662226940	0
1243935403066953730	0
1247172449860493310	1
1251644258450358270	1
1244067078681870340	0
1244949565758943230	1
1254425249665474561	0
1240721410496049150	0
1254792825872531460	0
1254406163569020930	0
1252673054368575490	0
1248563278348984320	0
1245221958352019460	0
1255582969877725180	0
1255597831647363070	0
1243269299831218180	0
1252346461812977660	1
1250102839398948860	0
1255130819540037630	0
1245066118211031040	0
1250080455464026110	0
1248106866174881792	1
1239894674032246780	0
1250114859578142720	1
1243402367405441020	0
1249185519763959810	1
1248893775448948740	0
1250854074691567620	0
1253716466911850500	1
1243677237544714240	1
1253327255096291330	1
1255640790883356670	0
1255572624752730110	0
1242490659724025860	0
1256378853154488321	1
1246926549556879360	1
1255015375630196740	0
1255299501893525500	0
1252957879117778940	0
1243795793817075710	1
1255124064592629760	0
1250830341570531330	0
1246798227476791300	0
1245726207884365820	1
1255602759509970940	1
1255609105311510530	0
1255734915607547900	0
1249016931010650110	1
1241416353476640781	0
1251397549094604800	0
1254404503555772420	1
1250788941466349570	0
1238858857612554240	0
1255133105679040510	0
1238966890464022530	0
